ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
5WQUQDYB,Female,27,RG281,Other,X1,21,Yes,566849,No,0
DPAHLRAJ,Male,41,RG283,Self_Employed,X2,25,,997458,No,1
WSEXVQMK,Male,41,RG277,Self_Employed,X2,62,Yes,854302,Yes,1
AVZVUVMQ,Female,50,RG283,Self_Employed,X3,93,Yes,815774,Yes,0
8FDRBHIH,Male,71,RG283,Other,X1,43,,1501910,No,1
95QLDQF5,Male,26,RG259,Other,X1,21,No,763628,No,0
EVURH3CY,Female,29,RG269,Salaried,X1,26,No,772840,No,0
VCHSVQZZ,Female,28,RG254,Salaried,X1,19,Yes,991077,No,0
CNEC8SVF,Female,40,RG284,Self_Employed,X1,49,No,1132462,No,0
7MFRSWPN,Male,61,RG284,Other,X3,27,Yes,1440838,No,1
CX6JE7TL,Male,50,RG254,Self_Employed,X2,68,Yes,1154080,Yes,1
EIJHAXQS,Female,25,RG272,Salaried,X1,15,No,925938,No,0
FN2HQGJ5,Male,32,RG268,Self_Employed,X1,15,Yes,1804795,No,0
8PXWCCCW,Male,53,RG269,Self_Employed,X2,104,No,490123,Yes,0
Q8VD3GF5,Female,33,RG277,Salaried,X1,20,No,4162458,No,0
RYWQ8HZX,Male,24,RG268,Salaried,X4,8,Yes,3655968,Yes,0
AXZSTM3A,Male,77,RG265,Other,X3,57,No,162389,No,0
Q6ZWDSPM,Male,62,RG283,Other,X3,122,Yes,2588823,Yes,1
5BNLAHXU,Male,28,RG269,Salaried,X1,26,No,1440927,No,0
DQGZCEV3,Female,26,RG252,Salaried,X1,19,Yes,392196,No,1
PMCKN2TB,Female,27,RG255,Salaried,X1,21,Yes,984509,No,1
EEUDDZQR,Male,48,RG265,Other,X2,26,No,1568785,Yes,0
ZQVHSP76,Female,26,RG284,Salaried,X1,21,Yes,4029608,No,0
T2MVBCRX,Male,24,RG274,Other,X1,14,Yes,1741827,No,0
KD9DBXNZ,Male,56,RG254,Other,X3,45,Yes,1348634,No,0
MCZH9CAV,Male,56,RG283,Self_Employed,X3,67,Yes,1824722,No,0
FTVY6EOW,Female,36,RG268,Salaried,X1,27,No,1418143,Yes,0
AEJIRUXO,Female,27,RG252,Salaried,X1,19,No,1247993,No,0
MHXYOY3Q,Female,29,RG251,Salaried,X1,31,No,557042,No,0
F3UHGHTH,Male,62,RG268,Salaried,X1,91,Yes,972956,No,1
6WKRJZD5,Male,31,RG250,Salaried,X1,33,No,844200,No,0
VNSRX3CB,Female,31,RG283,Salaried,X1,14,No,832470,Yes,0
JAXHHOSP,Male,49,RG257,Self_Employed,X3,21,,708377,No,1
WOV9P6QT,Male,48,RG254,Other,X2,103,No,6908749,No,0
KBP9SYKS,Male,77,RG268,Other,X3,87,No,671700,Yes,1
YKDMAGZJ,Male,57,RG268,Other,X2,63,No,471958,No,0
7B4BEYKB,Female,53,RG284,Self_Employed,X2,27,,1516328,Yes,1
M7YNAMNQ,Female,43,RG271,Other,X2,61,Yes,592615,No,1
L3EZHGSI,Female,32,RG261,Salaried,X1,32,No,741485,No,0
ELZ7BY2R,Female,35,RG283,Salaried,X1,31,No,461981,No,0
MEE57GTO,Male,59,RG260,Self_Employed,X3,91,,854925,No,1
8VZPQITF,Female,29,RG283,Salaried,X1,27,No,2694884,Yes,0
AWWM4MBY,Female,50,RG254,Self_Employed,X2,15,No,544671,Yes,0
ZUGNTHVP,Male,41,RG254,Other,X2,31,No,1107489,Yes,0
QGDCZ3GA,Female,28,RG272,Salaried,X1,13,Yes,1118925,No,0
HS3DRBOX,Male,50,RG281,Self_Employed,X3,69,No,503864,Yes,0
MLCUXZQX,Female,28,RG258,Salaried,X1,32,No,555538,No,0
CCRWLJKC,Male,78,RG268,Other,X4,13,Yes,654959,No,1
XCUHVP4Y,Male,67,RG283,Other,X1,68,Yes,1079347,No,0
9WA3GRUR,Male,60,RG283,Self_Employed,X3,67,No,3450494,Yes,1
HJLTDTHA,Male,42,RG254,Self_Employed,X2,57,Yes,2106541,No,0
YSQ7VM8L,Male,54,RG274,Self_Employed,X2,86,No,1139244,No,0
KIP4WGC5,Male,56,RG257,Self_Employed,X1,13,No,837383,No,0
UKELKJWG,Female,28,RG275,Salaried,X1,15,No,550304,No,1
F7MFXUGH,Male,37,RG268,Salaried,X3,26,,1480256,No,1
GKRVHSNS,Female,41,RG283,Self_Employed,X1,19,Yes,420471,No,0
FO95OBNF,Female,26,RG260,Salaried,X1,15,No,331685,No,0
QJNEACZU,Male,44,RG284,Self_Employed,X2,13,No,620330,Yes,0
FXKKTAFC,Male,50,RG268,Self_Employed,X2,97,Yes,1943199,No,0
B7XDTJWY,Male,54,RG254,Other,X4,15,No,1082266,Yes,0
P5OV9DYK,Male,80,RG254,Other,X3,15,Yes,1996990,No,0
XWHERAJY,Male,57,RG284,Self_Employed,X1,75,Yes,2927966,No,0
GOJHAB2H,Female,62,RG268,Other,X2,19,Yes,2255055,Yes,0
VJ5FTEMQ,Female,36,RG270,Salaried,X1,25,No,687329,No,1
DOYSNWZD,Male,35,RG250,Self_Employed,X2,62,Yes,1317734,No,0
DQJZSRGM,Female,26,RG282,Other,X1,19,No,218913,No,0
CYGBQ6KO,Female,75,RG268,Other,X3,110,Yes,1599445,No,0
QMCPBBRG,Male,35,RG254,Self_Employed,X2,19,No,1332961,Yes,0
4XOGRIUK,Male,37,RG282,Salaried,X1,25,No,966103,No,0
5UAPVB9Y,Male,44,RG269,Self_Employed,X2,20,Yes,2380598,Yes,0
JKI32TYW,Female,26,RG277,Self_Employed,X3,20,No,521931,No,0
B3BAXZSB,Male,45,RG268,Entrepreneur,X2,68,,1121818,No,1
NAKNOPYK,Female,80,RG268,Other,X2,68,No,557398,Yes,1
KE547JH2,Male,55,RG280,Self_Employed,X2,32,No,1104338,No,0
VVLC4TCX,Female,28,RG278,Salaried,X1,31,Yes,1251073,No,0
TRGRWN2Q,Male,59,RG265,Self_Employed,X3,99,Yes,371993,Yes,0
MNDMN4BK,Male,30,RG277,Salaried,X1,31,No,979605,No,0
ZUEGBHYZ,Male,47,RG283,Other,X3,122,Yes,1085292,No,1
EKAEWBXY,Female,53,RG254,Self_Employed,X2,85,No,836715,No,0
PEURQXD9,Male,29,RG271,Salaried,X1,19,No,589242,No,0
8KEN2RTP,Male,37,RG278,Salaried,X2,27,,1299942,Yes,1
KBJRRFXX,Male,46,RG280,Self_Employed,X3,91,No,557780,Yes,0
MWJOACSN,Female,55,RG277,Self_Employed,X1,26,No,287176,No,0
NXSVKZTK,Male,45,RG283,Self_Employed,X3,86,Yes,505057,No,1
XHFVKUVJ,Female,56,RG274,Self_Employed,X2,31,No,1071079,Yes,0
2BTEMM48,Female,56,RG284,Self_Employed,X3,109,No,1386851,Yes,0
3VB69EC3,Female,28,RG270,Salaried,X1,21,No,688601,No,0
FRY5JA9A,Male,59,RG270,Self_Employed,X3,104,No,759259,No,0
AX5MIANJ,Male,57,RG263,Self_Employed,X2,37,No,439223,Yes,0
VQMVX8BB,Male,39,RG250,Self_Employed,X2,20,,538227,No,1
WSDIXOPR,Female,46,RG284,Other,X1,75,,2387709,Yes,1
CMW3YVUJ,Male,63,RG284,Other,X2,91,No,979658,No,0
ZRYTQWQK,Male,64,RG273,Other,X2,62,No,379442,No,0
AWTATQYB,Female,53,RG268,Self_Employed,X2,14,Yes,1894480,No,0
GLRTCYA5,Female,50,RG268,Self_Employed,X3,93,,344038,No,1
2QRGY4TX,Male,50,RG265,Self_Employed,X3,49,No,2093395,Yes,0
MXDKZVMF,Male,51,RG279,Entrepreneur,X3,50,Yes,643087,No,1
IKT6Q5FD,Female,34,RG277,Salaried,X1,27,No,286526,No,0
NTYB6QGS,Male,26,RG277,Salaried,X1,14,No,2994413,No,0
ZKQPRJJP,Female,30,RG271,Salaried,X1,31,No,795295,No,0
NE2NOVNB,Female,30,RG274,Salaried,X1,27,Yes,1185720,No,0
C6JCPSSJ,Male,68,RG283,Other,X1,13,No,2083080,No,0
XNIVHZCQ,Female,46,RG268,Self_Employed,X2,20,No,771274,No,0
JMNV45RI,Female,49,RG268,Self_Employed,X3,91,Yes,477396,No,0
RJNUCBS6,Male,50,RG284,Other,X2,31,No,475811,Yes,0
CTI43QVK,Male,79,RG254,Other,X3,87,,1430942,No,1
J4T9CTVY,Male,30,RG270,Salaried,X1,25,No,324440,No,0
UBMXGY8A,Male,51,RG277,Self_Employed,X2,38,Yes,640185,No,0
KQR7IQOG,Female,66,RG254,Other,X3,121,Yes,5773421,No,1
JRNKBYAR,Female,77,RG254,Other,X2,92,Yes,1148678,No,0
FYGBZZRR,Female,52,RG283,Entrepreneur,X1,26,Yes,987962,No,0
SYKNGCHA,Female,27,RG257,Self_Employed,X1,26,No,1027674,No,1
WZXWUZEW,Female,35,RG268,Salaried,X1,32,No,1017706,No,0
VV2NIPEC,Female,81,RG283,Other,X3,74,,501808,Yes,1
ZSXN4JAO,Female,51,RG261,Self_Employed,X4,13,Yes,1586131,No,0
MLEJSQNP,Female,50,RG279,Self_Employed,X3,91,Yes,753073,Yes,1
AD7XPDFT,Female,56,RG283,Self_Employed,X4,9,Yes,1393998,No,1
HXBNBDAM,Female,58,RG283,Self_Employed,X3,81,,669698,No,1
SQ6D2YCU,Male,49,RG268,Other,X3,104,,1554580,Yes,1
WMK8MSDI,Male,51,RG283,Other,X1,86,Yes,1056866,No,1
4RZTCL6C,Male,49,RG280,Self_Employed,X2,79,No,464046,No,0
EVPFJR2F,Male,47,RG279,Self_Employed,X3,62,Yes,735478,No,1
LY7RZK69,Female,51,RG268,Self_Employed,X3,105,Yes,1079756,No,1
SWDMLYPG,Male,60,RG274,Self_Employed,X2,99,,734365,No,1
BCROWSEI,Female,29,RG283,Other,X1,32,No,1808115,No,0
28PKECD2,Female,31,RG277,Self_Employed,X1,32,No,3756770,No,0
CD3BIBQR,Male,28,RG254,Other,X1,26,No,469528,No,0
OXDDUQCZ,Male,30,RG279,Self_Employed,X1,26,No,278667,No,1
AWODVPR5,Female,27,RG254,Other,X1,20,No,965908,No,0
GCLVDJTE,Male,44,RG284,Salaried,X3,87,Yes,631704,No,1
DW73ZK3X,Female,48,RG257,Self_Employed,X2,21,No,445035,Yes,0
4MJEREBU,Female,30,RG268,Other,X1,32,No,1012063,No,0
ITDMTKYS,Male,47,RG276,Entrepreneur,X2,69,Yes,1030593,No,0
KCR4HPES,Male,62,RG259,Other,X3,67,Yes,444234,Yes,1
HZNZ6RRE,Male,28,RG270,Salaried,X1,20,No,576666,No,0
CDGNGSVE,Female,27,RG261,Salaried,X1,20,Yes,882773,No,0
EJNTMBCP,Male,51,RG280,Other,X2,56,Yes,360396,No,0
YF7EB2NB,Male,49,RG283,Self_Employed,X3,110,No,296556,No,0
DRSNMDHF,Male,58,RG272,Self_Employed,X3,56,Yes,552690,No,0
3GOTKFN2,Male,29,RG268,Salaried,X1,15,No,600607,Yes,0
2U8ASBTS,Male,53,RG268,Self_Employed,X3,97,Yes,1531654,No,1
5PHBQYSP,Male,28,RG277,Salaried,X1,19,No,1086253,No,0
HMDHPY4P,Male,49,RG269,Self_Employed,X3,68,Yes,985870,No,1
H8DHSJOR,Female,30,RG284,Salaried,X1,14,No,378125,No,0
RTLYTVZY,Female,34,RG254,Salaried,X1,27,No,555751,No,0
MPMBNEF9,Female,30,RG267,Salaried,X1,14,No,483759,No,0
YEDZIGEP,Male,28,RG270,Other,X1,33,No,577182,No,0
HGWJZTNM,Female,51,RG280,Other,X2,31,,806954,No,1
G5DXNTWI,Female,28,RG253,Salaried,X1,25,No,1650816,No,0
JSMJBF2N,Female,52,RG284,Other,X3,63,No,1162633,No,0
LEEMPD4G,Female,32,RG263,Self_Employed,X3,37,No,1052247,No,0
J8CHYJVG,Male,51,RG283,Self_Employed,X2,98,Yes,1476928,No,0
Y6UKZJQE,Female,54,RG254,Self_Employed,X2,68,Yes,1114831,No,0
NZNJN3WS,Female,32,RG283,Salaried,X1,32,No,2290459,No,1
3SBEAFPL,Male,25,RG266,Salaried,X1,15,No,542312,Yes,0
VSQWUYXQ,Female,29,RG263,Salaried,X1,21,No,778135,No,0
CNJD7YJO,Female,37,RG257,Salaried,X2,75,Yes,293166,Yes,1
XBNNXPRQ,Male,47,RG280,Self_Employed,X2,43,Yes,681081,No,0
CECHRBQV,Male,28,RG279,Salaried,X1,27,No,735068,No,0
YPYJHISX,Male,33,RG254,Other,X1,26,No,953092,No,0
UCGZ3ZM9,Female,39,RG277,Other,X3,25,,2679273,No,1
C9TXGKED,Male,32,RG268,Other,X1,25,Yes,4058141,No,0
JJKP9IVM,Male,26,RG270,Other,X1,13,Yes,474734,No,0
K8Z5AKPS,Female,72,RG268,Other,X3,51,No,1655702,No,0
NDKCRREI,Male,68,RG255,Other,X1,31,No,1955205,No,0
BZH4KEAY,Male,42,RG284,Other,X2,50,Yes,902602,Yes,0
DUVA9QWZ,Female,28,RG279,Salaried,X1,21,No,377173,No,0
G69N5XAB,Male,49,RG284,Self_Employed,X2,87,No,749549,No,0
7LCEBRE9,Female,52,RG283,Entrepreneur,X3,121,,1285961,Yes,1
NSCTENU8,Male,30,RG263,Salaried,X2,37,Yes,1120759,No,1
7FLETRK4,Male,59,RG283,Self_Employed,X3,97,No,2368272,Yes,0
PXPHPLQS,Female,28,RG254,Salaried,X1,31,No,2409060,No,0
9Y4HHQX2,Female,32,RG263,Salaried,X1,31,No,726729,No,0
CAESGTUM,Female,40,RG268,Self_Employed,X3,93,No,1352310,Yes,0
33QAMWZV,Male,29,RG283,Salaried,X1,27,No,827344,No,0
M7CDMUJX,Male,33,RG268,Salaried,X1,13,No,4627003,No,0
O4ODDWVW,Male,30,RG268,Self_Employed,X1,13,Yes,1940467,No,0
57DUCXXL,Female,40,RG273,Other,X3,13,,667250,No,0
GYS8PEZ8,Male,59,RG277,Self_Employed,X3,75,No,481872,Yes,0
RB6PZQLD,Female,29,RG268,Salaried,X3,25,,2139390,No,1
GWWZMNBM,Male,45,RG270,Other,X2,19,,327404,Yes,1
47J9SVH8,Male,44,RG252,Other,X2,93,No,344803,Yes,0
YOTLYNKJ,Male,77,RG284,Other,X2,50,No,5470144,No,0
KPQWFJVR,Female,28,RG250,Salaried,X1,25,Yes,674593,No,0
AA3ELKPL,Male,53,RG281,Self_Employed,X1,31,No,407397,No,0
XJBAQTCS,Male,27,RG261,Salaried,X1,15,Yes,525491,No,0
TFZRTD3H,Female,28,RG263,Salaried,X1,19,No,1185319,No,0
FT3HPJHF,Male,34,RG254,Self_Employed,X2,56,No,2413395,Yes,0
SMDEVJHN,Female,33,RG254,Self_Employed,X2,21,No,730111,No,1
RUQUDUUD,Female,45,RG254,Other,X2,44,No,645445,No,1
4HFFALXR,Male,56,RG255,Salaried,X3,99,,362559,Yes,1
BBDMTQMK,Male,29,RG264,Self_Employed,X1,20,No,610771,No,0
JLMHZAL5,Male,67,RG254,Other,X2,50,Yes,1791641,No,1
BZHGXSSJ,Male,29,RG254,Salaried,X1,20,No,2689829,No,0
5YRSCVYE,Male,49,RG254,Self_Employed,X3,63,No,1619924,Yes,0
NW2WJPKI,Male,25,RG261,Salaried,X1,15,Yes,2101521,No,1
SJFSMACE,Male,38,RG269,Self_Employed,X2,31,Yes,716654,No,0
DXK5WNUX,Male,68,RG281,Other,X3,57,Yes,957907,No,0
L24MQ2QC,Male,69,RG253,Other,X3,25,No,1334697,Yes,0
V5QYL27Y,Female,46,RG279,Self_Employed,X3,79,,369937,Yes,1
AXZPJNDO,Female,47,RG277,Self_Employed,X2,26,No,1185355,Yes,0
6WZDTHMH,Male,27,RG272,Salaried,X1,14,No,602494,No,0
KLDC5MIN,Female,36,RG268,Salaried,X3,27,Yes,286170,No,0
UOKNCPBK,Male,60,RG270,Self_Employed,X3,61,Yes,578179,Yes,1
JWUB4ZW5,Female,26,RG264,Other,X1,21,No,1844916,No,0
XQZHQFG3,Male,48,RG254,Entrepreneur,X3,97,,768817,Yes,1
CRKIE5BO,Male,46,RG283,Self_Employed,X2,63,Yes,1005797,No,0
HXHQUKP6,Female,26,RG256,Salaried,X1,26,No,560708,No,0
H4ZCYTDG,Female,47,RG254,Salaried,X3,68,Yes,774931,No,1
6ZXXT3BP,Male,46,RG268,Salaried,X3,129,Yes,2645151,Yes,1
F5YORHMU,Male,53,RG283,Self_Employed,X3,99,Yes,1305754,No,1
EK58WJBT,Female,41,RG250,Self_Employed,X1,32,No,237122,No,0
SMP3ZCSP,Female,65,RG252,Other,X3,116,Yes,618087,No,0
7CMDOWUA,Male,46,RG268,Self_Employed,X1,86,Yes,935808,No,0
QRN267CC,Male,80,RG255,Other,X1,51,No,1504144,Yes,0
5EPGVCUE,Male,28,RG250,Salaried,X1,21,No,460397,No,0
HKKERDRB,Male,58,RG254,Self_Employed,X3,49,No,1732892,No,0
XEXVQGW2,Male,53,RG279,Other,X2,20,,249048,No,1
QUQJXKXI,Male,51,RG280,Self_Employed,X3,93,No,676702,Yes,0
C68JWVAV,Female,64,RG283,Other,X3,61,Yes,2125444,Yes,1
XTKCUONH,Male,49,RG263,Self_Employed,X2,63,,805690,No,1
GWAJ98K7,Male,29,RG254,Other,X1,27,No,1307570,Yes,0
CV67WGVZ,Male,35,RG260,Other,X1,31,No,1451509,No,0
BNVEBMNY,Female,38,RG270,Self_Employed,X3,14,Yes,486118,No,0
7AQ9MNKY,Female,31,RG273,Salaried,X1,33,No,472928,No,0
PP53TBNC,Female,39,RG278,Self_Employed,X2,20,No,1149132,Yes,0
ABOTTQT3,Female,49,RG283,Other,X3,75,Yes,1862431,No,1
RF5FFTEE,Female,39,RG263,Self_Employed,X2,19,No,831108,No,0
7PIDYNWT,Female,50,RG261,Self_Employed,X2,15,No,1059091,No,0
EEPN7EFH,Male,29,RG250,Self_Employed,X1,20,Yes,1499267,No,0
3Q2NKTOD,Female,57,RG254,Self_Employed,X2,91,Yes,428481,No,0
MMCNYFTX,Male,56,RG257,Self_Employed,X2,87,,447518,No,1
AFNINDST,Female,46,RG254,Self_Employed,X3,57,Yes,690355,No,1
NXN5MHFY,Female,29,RG270,Salaried,X1,25,Yes,339597,No,0
KCE4EORB,Male,28,RG272,Salaried,X1,14,No,699397,No,0
DNV6UFU7,Male,39,RG283,Self_Employed,X2,93,,1874411,Yes,1
L3PR7ZED,Female,30,RG264,Salaried,X1,33,No,328125,No,0
CTTETKP7,Male,28,RG279,Other,X1,32,No,801996,No,0
9X4VB9UE,Male,35,RG279,Salaried,X1,32,No,761163,Yes,0
DD5SVC7L,Female,62,RG268,Other,X3,103,No,1403565,Yes,1
QQN5DBQS,Male,29,RG262,Salaried,X1,14,No,414348,No,0
UPFSKT73,Male,31,RG254,Salaried,X1,25,No,1006759,No,0
M7HCUOBP,Male,29,RG257,Other,X1,31,No,2260422,No,0
M9ITBWEN,Female,43,RG283,Self_Employed,X3,93,Yes,1407072,No,0
9W7XCHPM,Female,63,RG284,Other,X3,86,Yes,1318579,Yes,1
ZRPRFGCF,Male,25,RG254,Other,X1,14,Yes,1045767,No,0
6TWRQZUH,Female,45,RG268,Self_Employed,X2,32,No,670944,Yes,0
AEPHYMIQ,Female,30,RG261,Salaried,X1,33,No,385832,No,0
43IWS9XW,Female,47,RG283,Salaried,X3,32,,381267,No,1
A4W6EXMC,Female,48,RG280,Self_Employed,X1,81,No,320364,Yes,1
GFXZCRY8,Female,29,RG258,Salaried,X1,26,No,610655,No,0
SS4NGYKW,Male,32,RG254,Other,X1,27,No,1166816,No,0
8A8IANPF,Male,77,RG264,Other,X2,111,Yes,433866,Yes,0
MEZG4SQU,Male,46,RG268,Self_Employed,X2,73,Yes,1117421,No,0
5AWUNQ4Y,Female,28,RG276,Salaried,X1,21,No,536661,No,0
PYAK9RYX,Male,57,RG268,Self_Employed,X3,116,Yes,810131,Yes,0
QVR95MR7,Female,49,RG280,Self_Employed,X1,19,No,786501,No,0
DQYVH3PE,Male,43,RG277,Other,X1,27,No,389704,No,0
4ZIABVMF,Male,26,RG269,Salaried,X1,13,No,652370,No,0
DYLWSWTA,Male,53,RG284,Self_Employed,X2,97,No,2564446,Yes,1
2T59EJV6,Female,50,RG254,Self_Employed,X2,26,No,854862,Yes,0
392CZMQX,Male,53,RG251,Other,X3,91,No,851445,Yes,0
H5R2RVCQ,Male,76,RG254,Other,X3,121,No,1509573,No,0
AGXPDAXB,Female,29,RG268,Salaried,X1,21,No,1251829,No,0
5VFSQJY5,Male,38,RG261,Self_Employed,X2,14,Yes,728803,No,0
5FPUATTD,Female,50,RG268,Self_Employed,X2,97,Yes,857550,Yes,0
4JNNNUU8,Male,30,RG282,Salaried,X1,26,No,1305816,No,0
EEDCLZCB,Female,56,RG268,Self_Employed,X3,115,No,1909201,No,0
6UOHUPHM,Male,33,RG277,Salaried,X1,15,No,946888,No,0
GUJWUBVY,Female,57,RG268,Self_Employed,X3,123,,1515322,No,0
LAHARYME,Female,34,RG279,Salaried,X1,13,No,332860,No,0
QPEPHASV,Female,55,RG284,Self_Employed,X3,92,No,505884,Yes,0
ELLDEISQ,Male,27,RG275,Other,X1,26,No,966985,No,0
R7ZSCMUZ,Female,59,RG264,Self_Employed,X3,14,No,692064,Yes,1
UWDUNZJQ,Male,79,RG283,Other,X3,99,No,1676964,Yes,0
6CXEVVGY,Male,46,RG261,Self_Employed,X2,44,Yes,568104,No,0
AJGEU4BS,Female,28,RG254,Other,X1,20,No,983574,No,0
DZTAY8TR,Female,70,RG273,Other,X1,21,No,1936123,No,0
UNZL7HVU,Male,60,RG253,Self_Employed,X2,104,Yes,574842,No,1
VBEXOCCT,Male,42,RG280,Self_Employed,X2,14,No,285868,Yes,0
EXJJV7ZR,Male,45,RG268,Self_Employed,X2,75,No,648062,Yes,0
5OKBGNWI,Female,49,RG268,Self_Employed,X1,19,No,3343819,No,0
MZPY9SQN,Female,41,RG268,Self_Employed,X2,31,No,583537,Yes,0
LIVIT8BF,Male,39,RG254,Other,X1,14,No,452315,No,0
M96DHBJU,Male,43,RG271,Self_Employed,X2,13,No,750519,Yes,0
SFYRHCQ5,Female,28,RG283,Salaried,X1,15,Yes,1043071,No,0
QSKHVJQJ,Male,50,RG251,Self_Employed,X2,27,,657451,Yes,1
XWWDSRXK,Female,57,RG272,Other,X2,25,Yes,1058859,No,1
GGNMGJ5G,Female,26,RG252,Other,X1,20,No,745686,Yes,0
ZVBKANFF,Male,59,RG282,Self_Employed,X2,37,Yes,908289,No,0
44XUNMBM,Female,62,RG283,Salaried,X1,51,,841272,Yes,1
MZBPKEJO,Female,29,RG260,Salaried,X1,26,No,477921,No,0
GSYTSBGH,Male,81,RG253,Other,X2,92,,1272263,No,0
NRWHQWGD,Male,26,RG272,Salaried,X1,21,No,405323,No,0
HGA3UFDM,Male,33,RG263,Salaried,X1,19,Yes,518763,No,0
DFYHSKX5,Male,40,RG283,Other,X2,49,Yes,4653115,No,0
KTBWMLGP,Female,30,RG277,Other,X1,21,No,1482437,No,0
LSQK42UP,Female,43,RG268,Self_Employed,X2,61,Yes,894085,No,1
GP5NGVV4,Female,43,RG259,Self_Employed,X4,8,,265006,No,0
3DMTFZR8,Female,28,RG261,Salaried,X1,19,Yes,919717,No,0
MGJRXUEZ,Male,30,RG270,Salaried,X1,21,No,1229570,No,0
9TQCHRUB,Female,50,RG251,Self_Employed,X4,13,,852691,Yes,1
5O6I7NYZ,Male,41,RG268,Self_Employed,X2,21,No,835923,Yes,0
FHBDY4EE,Female,28,RG271,Salaried,X1,31,No,1298866,No,0
KNAG8HD2,Male,29,RG282,Salaried,X1,19,No,1914692,No,0
EKHRVHU2,Female,26,RG251,Salaried,X1,21,No,750350,No,1
KTECUBEG,Female,24,RG255,Other,X1,13,Yes,602805,No,0
KSQRSVGW,Male,46,RG254,Self_Employed,X3,49,Yes,2520150,Yes,0
J2BPGQS9,Female,56,RG277,Self_Employed,X3,117,No,956420,Yes,0
EECDDUAZ,Male,57,RG268,Self_Employed,X2,69,Yes,666707,No,1
HUCBY7RT,Female,45,RG251,Self_Employed,X3,32,Yes,732452,No,0
HBBYVWUN,Male,54,RG254,Other,X2,25,No,933200,No,0
E5UZHBUB,Female,38,RG284,Self_Employed,X2,13,No,509071,Yes,0
PRQBHK4H,Female,31,RG282,Salaried,X1,31,No,335200,Yes,0
HCVEBCH7,Male,58,RG273,Self_Employed,X3,97,,1184082,No,1
DRYFD7NL,Male,62,RG284,Other,X2,61,No,650447,No,0
MWB78MUD,Female,27,RG268,Salaried,X1,19,No,3236778,Yes,0
XU64JTYP,Female,51,RG268,Other,X2,49,Yes,754052,No,0
DDJWTWJV,Female,56,RG260,Self_Employed,X3,62,No,2364596,No,0
FK7ZZ4VN,Female,27,RG268,Salaried,X1,21,No,595463,Yes,0
QTZZBPQK,Female,74,RG283,Other,X1,80,No,2145309,Yes,1
2XMDDRTU,Female,31,RG281,Salaried,X1,20,No,1127736,No,0
KULICEFP,Female,53,RG283,Self_Employed,X3,127,No,701524,No,0
KOYX4HLW,Male,47,RG284,Self_Employed,X3,97,,656072,Yes,1
DWECELT3,Male,65,RG283,Other,X3,116,Yes,692909,No,0
3M8PNCP7,Female,47,RG257,Self_Employed,X3,67,No,827308,Yes,1
4VUFB7RC,Male,40,RG268,Self_Employed,X3,81,No,3505985,No,0
9M5LQGSU,Female,45,RG283,Self_Employed,X2,27,No,845161,Yes,0
53PGTCCT,Male,32,RG270,Salaried,X1,27,No,569600,No,0
6N8TLHSN,Male,48,RG269,Self_Employed,X2,87,Yes,1273759,No,0
CUXVC2AW,Male,45,RG284,Self_Employed,X4,15,No,1046907,Yes,0
DMNDT5NB,Female,28,RG267,Salaried,X1,27,No,646718,No,0
6PUWFWS8,Female,62,RG276,Salaried,X1,56,,737365,Yes,1
GFOGR9TJ,Male,29,RG283,Other,X1,9,No,1383638,No,0
NPYBAENX,Male,26,RG280,Salaried,X1,20,No,369296,Yes,0
ALYGX5HS,Male,42,RG261,Self_Employed,X2,14,Yes,1140552,No,0
NDPRGKXA,Female,53,RG262,Self_Employed,X2,25,,1007702,No,1
FALYENMK,Female,60,RG268,Self_Employed,X2,92,No,1217279,Yes,0
QUIHUF5L,Female,72,RG268,Other,X2,74,No,2904612,Yes,0
6WJKXUZM,Male,72,RG270,Other,X3,79,Yes,695383,No,0
WTZ4BDQB,Female,32,RG254,Salaried,X1,26,No,806170,No,1
CCLNZBEQ,Female,62,RG280,Other,X3,92,No,807292,Yes,0
JTYRPQKQ,Male,44,RG281,Self_Employed,X2,26,Yes,1501723,No,1
KS9ZMXMH,Female,28,RG260,Other,X1,21,No,911902,No,0
YDWVS57M,Male,66,RG268,Other,X2,74,No,1743029,No,1
9XHNTITV,Male,48,RG283,Entrepreneur,X2,55,,1395582,Yes,1
BRRTPMUD,Female,51,RG283,Self_Employed,X2,87,No,653767,No,0
LRJCEAID,Male,52,RG268,Self_Employed,X2,93,,3885072,No,1
M2VSRRX3,Male,48,RG273,Self_Employed,X2,25,Yes,610718,Yes,0
7SJCJN6C,Female,41,RG278,Self_Employed,X2,26,No,860042,Yes,0
JPKBRCJT,Female,29,RG268,Other,X1,32,No,1336575,No,0
EH8TXAG4,Male,26,RG254,Salaried,X1,20,No,917314,No,0
J6HIJHEB,Female,30,RG261,Salaried,X1,25,Yes,626515,No,0
DLPVBUT6,Female,48,RG284,Self_Employed,X2,25,No,412452,Yes,0
C25Z72LI,Male,30,RG268,Salaried,X1,19,No,812009,No,0
E7QQZZAN,Female,43,RG284,Self_Employed,X1,67,No,331311,Yes,0
2ETDGUJR,Male,48,RG258,Self_Employed,X3,62,Yes,260725,Yes,0
YFVZONNM,Male,28,RG270,Salaried,X1,26,No,402182,Yes,0
5WSZNSUW,Female,63,RG268,Other,X3,26,,976125,No,1
